"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2014-02-25",251.570007,252.850006,249.839996,250.139999,624600,223.118713
"2014-02-26",250.679993,252.100006,249.389999,251.470001,635900,224.305038
"2014-02-27",245.580002,252.949997,237.259995,252.910004,267900,225.589447
"2014-02-28",253.490005,255.679993,252.929993,255.020004,667200,227.471542
"2014-03-03",253.160004,253.779999,250.800003,253.289993,489600,225.928406
"2014-03-04",256,256.480011,253.419998,254.899994,416000,227.364487
"2014-03-05",255.080002,257.649994,254.380005,256.970001,320900,229.210876
"2014-03-06",257.23999,259.380005,256.200012,257.480011,422600,229.665787
"2014-03-07",258.470001,259.329987,256.529999,256.950012,407500,229.193039
"2014-03-10",253.910004,256.690002,253.910004,255.770004,310500,228.140518
"2014-03-11",257.630005,257.630005,253.25,253.839996,337100,226.419006
"2014-03-12",250.759995,252.440002,248.589996,251.830002,591300,224.626114
"2014-03-13",253.600006,253.679993,245.539993,245.839996,675600,219.283203
"2014-03-14",245,248.520004,243.990005,247.029999,635000,220.344635
"2014-03-17",247.490005,251.800003,247.490005,251.679993,441000,224.492325
"2014-03-18",251.679993,253.580002,250.720001,253.119995,361700,225.77681
"2014-03-19",253.320007,253.449997,247.889999,249.960007,417700,222.95813
"2014-03-20",248.850006,251.199997,247.089996,251.039993,358200,223.921478
"2014-03-21",253.279999,254.520004,250.690002,251.970001,887400,224.751022
"2014-03-24",253.100006,253.539993,250.75,251.460007,372800,224.296112
"2014-03-25",252.419998,255.240005,252.419998,254.610001,426600,227.105835
"2014-03-26",255.649994,255.929993,250.710007,250.720001,429800,223.636002
"2014-03-27",251.509995,252.360001,249.289993,250.240005,427000,223.207886
"2014-03-28",250.889999,251.960007,249.179993,249.449997,505700,222.503204
"2014-03-31",251.800003,253.360001,250.190002,252.660004,559100,225.366486
"2014-04-01",253.949997,254.970001,252.410004,253.050003,542100,225.714371
"2014-04-02",252.970001,256.149994,252.910004,254.979996,347900,227.435883
"2014-04-03",255.5,257.200012,254.479996,256.73999,354300,229.005722
"2014-04-04",257.440002,259.339996,254.399994,254.589996,543100,227.087997
"2014-04-07",253.850006,253.970001,246.429993,246.619995,395200,219.978943
"2014-04-08",246.490005,253.880005,245.229996,253.419998,533800,226.044373
"2014-04-09",255.309998,258.980011,254.899994,258.579987,641300,230.646927
"2014-04-10",258.790009,259.220001,252.059998,252.229996,447800,224.98288
"2014-04-11",251.990005,254.910004,250,250.229996,513500,223.198975
"2014-04-14",251.550003,251.550003,246.949997,248.929993,475700,222.039413
"2014-04-15",249.960007,251.270004,246.740005,250.770004,687800,223.680618
"2014-04-16",256,258,248.559998,250.199997,745900,223.172211
"2014-04-17",249.539993,254.600006,248.639999,252.149994,596900,224.91156
"2014-04-21",251.830002,253.350006,251.320007,252.210007,299800,224.965057
"2014-04-22",253.360001,255.710007,252.5,255.050003,372800,227.498291
"2014-04-23",254.399994,255.919998,254.399994,254.970001,270600,227.426941
"2014-04-24",255.759995,255.800003,250.880005,252.529999,308100,225.250488
"2014-04-25",251.520004,251.539993,247.5,249.330002,486000,222.396149
"2014-04-28",250.470001,251.539993,246.520004,250.029999,370100,223.020584
"2014-04-29",251.080002,251.869995,248.050003,248.220001,287000,221.406113
"2014-04-30",248.089996,254.820007,246.119995,254.399994,739900,226.918533
"2014-05-01",255.240005,255.240005,251.850006,252.75,323900,225.446747
"2014-05-02",252.309998,254.419998,252.089996,252.25,278900,225.000763
"2014-05-05",250.619995,252.440002,250,251.699997,200100,224.510147
"2014-05-06",251.020004,251.740005,250.080002,250.869995,237600,223.769821
"2014-05-07",250.440002,252.800003,250.220001,252.300003,327300,225.045364
"2014-05-08",249.190002,253.970001,248.330002,252.289993,334400,226.003906
"2014-05-09",251.929993,252,249.559998,250.889999,305000,224.749756
"2014-05-12",251.520004,254.880005,251.520004,254.619995,379500,228.091095
"2014-05-13",254.940002,255.809998,252.399994,253.970001,346400,227.50882
"2014-05-14",254.550003,254.940002,252.600006,253.570007,256600,227.150513
"2014-05-15",253.190002,254.699997,250.970001,252.229996,451400,225.950119
"2014-05-16",252.479996,254.300003,251.449997,254.179993,330400,227.69696
"2014-05-19",254.029999,256.269989,252.679993,256.109985,282500,229.425858
"2014-05-20",255.149994,255.820007,248.529999,249.830002,448100,223.800186
"2014-05-21",250.169998,252.740005,249.360001,252.360001,343600,226.066589
"2014-05-22",252.399994,253.699997,251.539993,252.149994,200100,225.878464
"2014-05-23",252.300003,253.619995,250.470001,253.229996,194400,226.845947
"2014-05-27",254.25,255.160004,252.490005,252.809998,299700,226.469696
"2014-05-28",253.539993,255.539993,252.369995,254.509995,234800,227.992554
"2014-05-29",255.720001,256.730011,253.669998,256.640015,242500,229.900665
"2014-05-30",256.429993,259.339996,255.770004,258.369995,406400,231.450409
"2014-06-02",258.73999,261.570007,257.5,260.059998,306400,232.964325
"2014-06-03",259.579987,263.51001,259.200012,263.109985,530400,235.696548
"2014-06-04",262.899994,265,261.290009,261.470001,314100,234.227463
"2014-06-05",261.540009,265.029999,259.540009,265.01001,528300,237.39859
"2014-06-06",265.369995,268.649994,265.01001,267.769989,284800,239.871017
"2014-06-09",267.769989,269.230011,265.850006,267.390015,343200,239.530624
"2014-06-10",267.579987,269.119995,266.829987,269.109985,335800,241.071335
"2014-06-11",267.950012,269.690002,266.869995,269.220001,337500,241.169922
"2014-06-12",264.600006,265,259.339996,260.209991,938600,233.098709
"2014-06-13",260.540009,261.279999,259.049988,259.809998,432300,232.740372
"2014-06-16",259.459991,260.359985,258.170013,260.109985,216500,233.009094
"2014-06-17",259.040009,259.73999,257.25,258.279999,285900,231.369812
"2014-06-18",258.109985,259.549988,255.300003,259.390015,407200,232.364136
"2014-06-19",259.429993,263.109985,258.630005,261.100006,479900,233.895981
"2014-06-20",262.26001,263.369995,260.950012,261.440002,361000,234.200562
"2014-06-23",262.119995,262.119995,259.440002,259.929993,180200,232.847885
"2014-06-24",259.25,259.98999,256,256.100006,328100,229.416931
"2014-06-25",256.100006,256.779999,254.990005,255.630005,235000,228.995865
"2014-06-26",255.759995,255.850006,253.570007,254.880005,321600,228.324036
"2014-06-27",254,254.979996,252.979996,254.399994,311000,227.894028
"2014-06-30",254.509995,255,253.720001,254.270004,484200,227.777573
"2014-07-01",255,255,251.710007,251.770004,552600,225.538025
"2014-07-02",251.5,252.800003,250.199997,251.539993,490100,225.332016
"2014-07-03",252.759995,256.420013,252.759995,255.580002,209500,228.95108
"2014-07-07",253.479996,253.479996,248.669998,250.529999,489300,224.427246
"2014-07-08",250.529999,251.130005,248.649994,250.809998,409000,224.67807
"2014-07-09",249.649994,250.940002,249.070007,250.059998,286400,224.00621
"2014-07-10",248.020004,248.539993,246.419998,247.649994,284800,221.847305
"2014-07-11",240.699997,246,240.699997,244.789993,757800,219.285278
"2014-07-14",246.619995,247.220001,244.770004,244.880005,512600,219.365952
"2014-07-15",244.880005,246.429993,243.910004,245.839996,763600,220.225906
"2014-07-16",246.990005,247,244.149994,244.880005,550800,219.365952
"2014-07-17",242.940002,247.490005,240,241.389999,1290200,216.239532
"2014-07-18",242.25,243.039993,240.279999,242.850006,681100,217.54744
"2014-07-21",242.699997,245.029999,239.630005,240.259995,548700,215.22728
"2014-07-22",241.580002,242.710007,241.130005,241.830002,369200,216.633698
"2014-07-23",241.75,241.889999,239.600006,241.029999,366800,215.917068
"2014-07-24",241.130005,241.919998,239.839996,240.490005,381400,215.433289
"2014-07-25",241.770004,242.699997,239.619995,241.160004,238800,216.033539
"2014-07-28",241.190002,241.690002,238.479996,239.960007,416400,214.958557
"2014-07-29",239.729996,240.309998,238.160004,238.740005,310100,213.865677
"2014-07-30",239.759995,240.970001,237.259995,240.029999,492100,215.021286
"2014-07-31",238.089996,239.110001,234.800003,235.149994,507400,210.649673
"2014-08-01",233.820007,235.929993,233.130005,235.210007,523000,210.703445
"2014-08-04",235.449997,235.449997,231.210007,235.009995,610700,210.524246
"2014-08-05",233.449997,236.160004,232.800003,234.869995,446000,210.398865
"2014-08-06",234.100006,236.699997,232.320007,235.630005,407800,211.079697
"2014-08-07",236,236.940002,232.699997,233.070007,331200,209.747772
"2014-08-08",234,236.720001,233.279999,236.589996,377400,212.915558
"2014-08-11",237.839996,239.929993,237.479996,237.610001,296500,213.833496
"2014-08-12",237.339996,239.389999,236.679993,238.759995,261600,214.868408
"2014-08-13",239.020004,240.529999,237.050003,239.580002,358400,215.606369
"2014-08-14",239.990005,240.539993,238.160004,238.449997,365500,214.589401
"2014-08-15",239.080002,239.970001,235.360001,237.229996,347700,213.491531
"2014-08-18",239.130005,242.869995,237.550003,242.830002,528000,218.531158
"2014-08-19",242.809998,246.169998,242.059998,245.669998,399400,221.086945
"2014-08-20",245.720001,245.990005,244.580002,245.210007,449700,220.672974
"2014-08-21",245.039993,248.399994,243.860001,247.860001,337400,223.057816
"2014-08-22",247.470001,248.110001,246.679993,247.020004,244300,222.301865
"2014-08-25",248.410004,250.660004,248.110001,249.570007,498400,224.596725
"2014-08-26",249.729996,250.350006,247.789993,248.789993,405800,223.89476
"2014-08-27",248.270004,248.369995,245.440002,246,315700,221.383926
"2014-08-28",244.630005,245.869995,244.009995,245.559998,256300,220.987976
"2014-08-29",245.570007,246.630005,245.029999,246.199997,256300,221.563934
"2014-09-02",246.970001,247.729996,245.639999,247.429993,372300,222.670853
"2014-09-03",248,250.009995,248,249.850006,404100,224.848709
"2014-09-04",251.139999,253.320007,249.850006,251.639999,455600,226.459579
"2014-09-05",251.179993,251.470001,248.940002,249.479996,403200,224.515717
"2014-09-08",248.589996,250.570007,248.589996,248.839996,239300,223.939743
"2014-09-09",249.229996,249.229996,246.820007,246.880005,332700,222.175873
"2014-09-10",247.259995,247.259995,245.240005,246.580002,245900,221.905914
"2014-09-11",245.589996,247.429993,244.679993,246.539993,300500,221.869919
"2014-09-12",245.910004,248.5,245.300003,248.449997,510500,223.588791
"2014-09-15",248.880005,249.289993,246.710007,248.419998,229300,223.561813
"2014-09-16",248.369995,249.009995,245.820007,248.669998,444800,223.786774
"2014-09-17",249.860001,251.490005,248.919998,250.300003,502400,225.253616
"2014-09-18",251.100006,253.490005,250.139999,253.080002,317700,227.755493
"2014-09-19",254.380005,254.570007,252.169998,253.419998,418300,228.061447
"2014-09-22",252.789993,253.5,250.630005,251.320007,297200,226.1716
"2014-09-23",250.929993,252.470001,250.110001,251.619995,423500,226.441589
"2014-09-24",251.199997,254.339996,251.199997,252.649994,336800,227.3685
"2014-09-25",251.820007,252.339996,250.130005,250.130005,426500,225.100677
"2014-09-26",250.509995,253.199997,250.339996,252.020004,236400,226.801529
"2014-09-29",249.800003,253.320007,249.800003,252.020004,370100,226.801529
"2014-09-30",252.279999,254.75,251.029999,251.649994,413600,226.468567
"2014-10-01",251.419998,251.669998,249.839996,250.630005,609100,225.550674
"2014-10-02",250.899994,253.330002,250.850006,252.800003,474800,227.503464
"2014-10-03",254.309998,257.290009,252.960007,255.270004,522700,229.726349
"2014-10-06",255.720001,258.190002,254.380005,255.539993,464600,229.96936
"2014-10-07",253.770004,254.830002,249.580002,249.75,511200,224.758682
"2014-10-08",250.100006,252.309998,247.350006,252.190002,506000,226.954529
"2014-10-09",251.759995,252.990005,245.639999,246.149994,417500,221.51886
"2014-10-10",245.100006,245.350006,239.009995,240.690002,702400,216.605316
"2014-10-13",240.020004,240.660004,233.639999,234.199997,601300,210.764725
"2014-10-14",235,239.800003,234.059998,238.690002,998300,214.805405
"2014-10-15",237.070007,241.550003,232.300003,239.160004,862400,215.228394
"2014-10-16",228.600006,237.490005,223.919998,229.720001,1526700,206.733032
"2014-10-17",232.75,233.809998,230.160004,231.899994,1407600,208.694885
"2014-10-20",230.509995,232.259995,229.369995,230.419998,776000,207.362961
"2014-10-21",231.320007,235.229996,231.320007,234.5,1208200,211.034683
"2014-10-22",235.020004,235.070007,231.429993,231.539993,758600,208.37085
"2014-10-23",234.509995,236.669998,233.279999,235.380005,611300,211.82666
"2014-10-24",235.770004,238.309998,234.25,237.779999,286200,213.986481
"2014-10-27",237.639999,238.779999,235.449997,238.419998,304300,214.562408
"2014-10-28",239.809998,243.130005,239.059998,242.630005,386700,218.351166
"2014-10-29",242.669998,243.940002,240.940002,242.190002,443800,217.9552
"2014-10-30",241.25,244.630005,240.600006,243.860001,285600,219.458054
"2014-10-31",247.25,248.020004,245.770004,246.800003,455100,222.103897
"2014-11-03",246.800003,248.389999,245.949997,247.600006,409800,222.823837
"2014-11-04",247.229996,249.899994,247.009995,249.429993,361300,224.470703
"2014-11-05",251.380005,253.199997,249.740005,253.160004,376600,227.827484
"2014-11-06",252.850006,255.080002,251.130005,254.770004,379800,230.258698
"2014-11-07",254.839996,254.839996,252.229996,254.809998,313900,230.294785
"2014-11-10",251.389999,252.270004,247.330002,248.770004,584900,224.835953
"2014-11-11",249.179993,249.229996,245.339996,246.309998,492800,222.612595
"2014-11-12",245.449997,248.210007,245.119995,246.770004,803100,223.028336
"2014-11-13",246.520004,246.729996,243.949997,244.369995,405700,220.859253
"2014-11-14",244.139999,247.009995,243.649994,246.270004,234500,222.576462
"2014-11-17",245.839996,245.960007,243.919998,244.440002,284900,220.922501
"2014-11-18",244.899994,246.25,242.970001,243.330002,328900,219.919327
"2014-11-19",243.5,244.839996,241.979996,244.339996,323100,220.832123
"2014-11-20",243.369995,246.429993,243.369995,244.869995,311700,221.311142
"2014-11-21",246.710007,248.949997,246.710007,248.210007,516900,224.329819
"2014-11-24",249,251.039993,247.580002,250.850006,362600,226.71579
"2014-11-25",250.350006,250.600006,248.339996,249.240005,299200,225.260712
"2014-11-26",249.039993,249.309998,246.710007,247.160004,329200,223.380829
"2014-11-28",247.839996,248.839996,245.330002,245.679993,290000,222.043198
"2014-12-01",244.910004,245.309998,242.119995,242.460007,555400,219.132996
"2014-12-02",241.009995,244.259995,239.699997,244.169998,592500,220.678513
"2014-12-03",244.619995,248.570007,243.970001,248.570007,798600,224.655182
"2014-12-04",248.389999,251.100006,246.809998,250.570007,444500,226.462753
"2014-12-05",251.789993,254.490005,251.509995,252.830002,561200,228.50531
"2014-12-08",251.699997,253.460007,249.740005,250.119995,538800,226.056015
"2014-12-09",248.360001,249.649994,247.270004,249.460007,267200,225.459549
"2014-12-10",248.690002,248.710007,241.080002,242.649994,517500,219.304718
"2014-12-11",242.050003,247.139999,241.279999,246.160004,466000,222.477005
"2014-12-12",246.429993,249.960007,244.410004,245.970001,673500,222.305328
"2014-12-15",246.410004,248.139999,242.850006,244.169998,431300,220.678513
"2014-12-16",243.919998,249.229996,242.419998,244.229996,323700,220.732681
"2014-12-17",244.259995,245.220001,242,244.020004,712200,220.542892
"2014-12-18",246.240005,252.300003,246.240005,252.229996,568700,227.963043
"2014-12-19",253.169998,261.570007,252.820007,257.809998,881700,233.00618
"2014-12-22",257.920013,259.029999,256.130005,258.220001,377200,233.376724
"2014-12-23",259.209991,259.890015,257.26001,257.799988,609500,232.997147
"2014-12-24",257.850006,258.399994,256.480011,256.980011,158900,232.256058
"2014-12-26",258,259.140015,256.73999,257.089996,133200,232.355469
"2014-12-29",256.790009,259.670013,256.790009,258.859985,294400,233.955154
"2014-12-30",258.369995,259.410004,256.799988,257.48999,319600,232.716995
"2014-12-31",258.23999,259,254.509995,254.889999,445100,230.367111
"2015-01-02",256.019989,256.970001,253.330002,255.220001,314300,230.665344
"2015-01-05",253.699997,254.339996,248.179993,248.979996,394100,225.025726
"2015-01-06",249.529999,249.940002,242.839996,245.449997,427300,221.835327
"2015-01-07",246,247.070007,243.110001,245.669998,339500,222.034149
"2015-01-08",247.380005,251.229996,247.380005,251.139999,453000,226.977875
"2015-01-09",250.699997,250.779999,246.880005,248.229996,335900,224.347885
"2015-01-12",249.039993,249.949997,244.100006,245.149994,367500,221.564224
"2015-01-13",246.839996,247.979996,241.330002,243.440002,399500,220.018723
"2015-01-14",241.919998,243,240,241.899994,753800,218.626892
"2015-01-15",243.029999,244.800003,237.759995,237.919998,489900,215.029816
"2015-01-16",237.919998,241.589996,235.039993,241.289993,654300,218.075531
"2015-01-20",242,243.770004,239.809998,242.610001,365200,219.268585
"2015-01-21",241.160004,246.970001,240.910004,244.190002,470500,220.696533
"2015-01-22",245.220001,246.119995,243.179993,245.160004,404800,221.573227
"2015-01-23",243.5,247.690002,243.5,245.990005,791900,222.323425
"2015-01-26",236.419998,241.880005,233.5,234.809998,1164100,212.219009
"2015-01-27",230.559998,233.350006,229.039993,231.679993,672800,209.390167
"2015-01-28",232.759995,232.929993,229.380005,231.039993,698800,208.811707
"2015-01-29",231.490005,236.850006,231.130005,235.919998,660400,213.222229
"2015-01-30",234.320007,238.360001,233.270004,235.839996,673100,213.149933
"2015-02-02",233.75,241.009995,233.289993,240.509995,563700,217.370636
"2015-02-03",241.839996,245.240005,241.770004,244.570007,472300,221.040024
"2015-02-04",242.220001,242.449997,236.199997,239.160004,1554100,216.150497
"2015-02-05",239.649994,241.399994,237.970001,240.020004,833300,217.911819
"2015-02-06",239.539993,242.770004,239.539993,240.300003,506700,218.166031
"2015-02-09",239.169998,241.860001,237.380005,238.630005,508800,216.649841
"2015-02-10",239.660004,240,236.660004,238.880005,446100,216.876831
"2015-02-11",237.729996,238.970001,235.559998,237.600006,889000,215.714706
"2015-02-12",236.759995,237.589996,230.509995,234.309998,1278100,212.727768
"2015-02-13",234.389999,236.619995,234.339996,234.869995,663700,213.236176
"2015-02-17",234.929993,236.059998,231.789993,233.839996,800500,212.301025
"2015-02-18",234.339996,237.850006,234.210007,235.649994,711400,213.944321
"2015-02-19",235.770004,236.770004,234.509995,235.550003,528700,213.853531
"2015-02-20",234.710007,238.240005,233.25,238.139999,608800,216.204987
"2015-02-23",236.860001,237.770004,235.330002,236.169998,487700,214.416443
"2015-02-24",236,238.289993,235.039993,237.509995,579500,215.633011
"2015-02-25",237.169998,240.929993,235.5,239.589996,555200,217.521393
"2015-02-26",239.550003,240.690002,238.419998,240.380005,559200,218.238693
"2015-02-27",240.139999,240.960007,236.910004,236.910004,762900,215.088272
"2015-03-02",236.910004,239.399994,236,239.199997,546500,217.167374
"2015-03-03",238.5,241.470001,237.460007,241.289993,694600,219.064819
"2015-03-04",238.440002,238.729996,233.110001,236,1158800,214.2621
"2015-03-05",236.720001,239.149994,235.460007,238.039993,540200,216.114166
"2015-03-06",236.199997,236.539993,234.669998,235.270004,483500,213.599319
"2015-03-09",235.550003,237.380005,234.710007,235.830002,520800,214.107727
"2015-03-10",233.559998,234.710007,230.199997,230.270004,946600,209.059891
"2015-03-11",230,232.490005,228.149994,232.169998,974100,210.784882
"2015-03-12",233.009995,234.039993,230.149994,231.710007,602200,210.367233
"2015-03-13",230.820007,232.190002,229.389999,230.720001,665000,209.468414
"2015-03-16",231.910004,234.169998,230.789993,234.009995,445900,212.455399
"2015-03-17",232.089996,235.029999,230.979996,234.479996,510200,212.882111
"2015-03-18",233.990005,239.350006,232.179993,238.410004,704200,216.450089
"2015-03-19",237.070007,237.990005,234.779999,237.059998,533100,215.224442
"2015-03-20",238.070007,238.380005,235.830002,236.149994,1248500,214.39827
"2015-03-23",234.259995,234.410004,232.190002,233.570007,645600,212.055969
"2015-03-24",233.529999,236.259995,233.529999,234.210007,535300,212.636978
"2015-03-25",235.710007,236.559998,234.210007,234.830002,606300,213.19986
"2015-03-26",234.440002,235.300003,233.350006,234.330002,504000,212.745926
"2015-03-27",234.130005,235.179993,233.179993,234.600006,382900,212.991043
"2015-03-30",235.649994,238.190002,234.949997,237.490005,395200,215.614853
"2015-03-31",236.800003,237,234.770004,235.809998,500100,214.089569
"2015-04-01",234.880005,235.779999,231.309998,231.880005,782300,210.521591
"2015-04-02",231.880005,233.550003,229.850006,230.419998,609400,209.196045
"2015-04-06",228.800003,236.289993,228.050003,235.149994,560800,213.490372
"2015-04-07",233.809998,234.940002,232.240005,232.860001,513200,211.411316
"2015-04-08",232.330002,235.550003,232.330002,234.309998,498400,212.727768
"2015-04-09",233,235.630005,231.309998,234.850006,530900,213.218033
"2015-04-10",235.320007,235.970001,233.589996,234.710007,340300,213.090942
"2015-04-13",235.460007,237.399994,234.75,234.960007,527300,213.317902
"2015-04-14",236.660004,238.690002,235.149994,238.149994,627400,216.21405
"2015-04-15",238.389999,242.289993,237.690002,241.830002,843600,219.555115
"2015-04-16",250.100006,252.869995,241.470001,241.869995,1883400,219.591415
"2015-04-17",239.910004,242.360001,237.759995,239.330002,1154500,217.285385
"2015-04-20",240.779999,241.25,238.259995,238.949997,710500,216.940369
"2015-04-21",240.139999,243.970001,239.779999,243.009995,943600,220.626419
"2015-04-22",243.960007,245.149994,241.300003,243.449997,709100,221.025864
"2015-04-23",243.050003,246.25,242.190002,244.279999,695200,221.779388
"2015-04-24",245.210007,247.25,244.009995,247.100006,590400,224.339645
"2015-04-27",248.570007,251.130005,246.259995,249.440002,764500,226.464157
"2015-04-28",249.259995,249.970001,246.460007,249.190002,540700,226.237183
"2015-04-29",248.380005,251.240005,245.669998,250.130005,564300,227.090607
"2015-04-30",249.449997,251.059998,247.699997,248.429993,710200,225.54715
"2015-05-01",249.020004,250.839996,247.339996,248.940002,477900,226.010178
"2015-05-04",249.009995,249.940002,248.149994,248.860001,427300,225.937576
"2015-05-05",248.149994,249.899994,245.330002,245.990005,462300,223.33194
"2015-05-06",246.669998,247.559998,244.880005,246.100006,442200,223.431793
"2015-05-07",244.300003,246.330002,242.470001,245.809998,416400,224.234528
"2015-05-08",247.990005,250.25,247.990005,249.160004,530600,227.290512
"2015-05-11",248.509995,250.149994,247.139999,248.809998,389100,226.971222
"2015-05-12",247.929993,251.789993,247.410004,251.240005,446600,229.187958
"2015-05-13",249.910004,251.899994,243.009995,245.929993,962800,224.34404
"2015-05-14",246.690002,248.600006,245.960007,247.039993,507500,225.356583
"2015-05-15",247.070007,248.190002,244.080002,246.050003,486700,224.453445
"2015-05-18",246.220001,247.160004,244.729996,246.410004,361300,224.781891
"2015-05-19",246.910004,247.149994,245.080002,246.160004,306800,224.553818
"2015-05-20",245.529999,246.990005,245.210007,246,305700,224.407883
"2015-05-21",245.740005,247.440002,244.990005,246.600006,506500,224.955185
"2015-05-22",246.550003,247.410004,245.699997,245.949997,239500,224.362259
"2015-05-26",246,246,243.639999,244.919998,472700,223.422638
"2015-05-27",245.460007,245.979996,243.399994,245.539993,333100,223.988266
"2015-05-28",244.729996,245.240005,243.059998,244.660004,335800,223.185501
"2015-05-29",245.350006,246.039993,239.690002,240.330002,552000,219.235535
"2015-06-01",240.839996,242.649994,239.529999,241,478900,219.846725
"2015-06-02",240.559998,243.110001,240.389999,241.960007,295900,220.722473
"2015-06-03",242.779999,243.479996,241.350006,242.910004,313500,221.589066
"2015-06-04",241.529999,242.320007,238.800003,239.25,390800,218.250351
"2015-06-05",239.600006,241.460007,238.169998,241.100006,470000,219.937958
"2015-06-08",240.440002,241.979996,239.350006,239.490005,341700,218.469269
"2015-06-09",239.839996,242.889999,239.580002,241.509995,487000,220.311996
"2015-06-10",241.759995,244.050003,241.009995,242.289993,422000,221.023529
"2015-06-11",242.800003,243.869995,241.630005,243.339996,461200,221.981369
"2015-06-12",242.589996,242.600006,237.360001,238.149994,635500,217.246902
"2015-06-15",236.199997,237.889999,234.279999,236.919998,585600,216.124847
"2015-06-16",235.869995,238.589996,235.25,237.869995,474400,216.99147
"2015-06-17",238.460007,240.440002,238.070007,239.979996,519800,218.91626
"2015-06-18",240.759995,244.179993,239.699997,243.380005,549000,222.017838
"2015-06-19",243,244.039993,241.630005,242.190002,821000,220.932297
"2015-06-22",243.779999,244.690002,242.729996,244.119995,398100,222.692871
"2015-06-23",244.779999,245.869995,244.559998,245.410004,526800,223.869675
"2015-06-24",245.309998,246,243.410004,243.630005,319800,222.245895
"2015-06-25",243.690002,243.979996,239.179993,239.529999,536500,218.505753
"2015-06-26",239.320007,241.169998,238.880005,240.330002,664900,219.235535
"2015-06-29",239.279999,239.800003,236.25,236.710007,595700,215.933258
"2015-06-30",238.649994,239.350006,236.330002,236.649994,568200,215.878555
"2015-07-01",238.5,238.740005,236.399994,236.699997,577600,215.924149
"2015-07-02",237.589996,237.990005,234.179993,235.5,554900,214.829498
"2015-07-06",233.789993,235.820007,232.899994,233.869995,592600,213.34256
"2015-07-07",234.190002,237.639999,232.5,236.979996,874300,216.179581
"2015-07-08",235.449997,236.509995,233.830002,234.389999,714400,213.81691
"2015-07-09",236.979996,238.75,235.699997,235.699997,441900,215.011932
"2015-07-10",237.619995,238.369995,235.410004,236.5,619600,215.741714
"2015-07-13",237.660004,240,236.289993,238,425700,217.110077
"2015-07-14",236.809998,237.509995,232.509995,233.270004,1017200,212.795242
"2015-07-15",232.630005,233.259995,229.899994,230.779999,808200,210.523804
"2015-07-16",232.669998,233.339996,231.070007,232.360001,770200,211.965103
"2015-07-17",229.25,234.470001,227.179993,233.360001,1071100,212.877319
"2015-07-20",233.25,237.190002,233.089996,235.100006,667100,214.464584
"2015-07-21",234.830002,236.320007,229.399994,229.940002,592300,209.757523
"2015-07-22",229.630005,230,221.669998,224.699997,1235600,204.977448
"2015-07-23",224.520004,228.119995,224.100006,226.179993,1110700,206.327515
"2015-07-24",226.460007,227.309998,225.009995,225.770004,596800,205.953506
"2015-07-27",224.179993,226.649994,223.960007,225.869995,587500,206.044754
"2015-07-28",225.869995,227.460007,225.630005,225.949997,477600,206.117691
"2015-07-29",225.889999,227.690002,224.699997,226.960007,697100,207.039078
"2015-07-30",224.639999,226.699997,221.809998,225.009995,832600,205.260208
"2015-07-31",226.589996,230,225.350006,228.710007,539100,208.635468
"2015-08-03",227.289993,228.5,223.899994,224.850006,461700,205.114258
"2015-08-04",225.479996,227.690002,224.850006,226.130005,414600,206.281952
"2015-08-05",227.520004,228.179993,224.75,227.050003,553400,207.12117
"2015-08-06",226.639999,227.619995,224.570007,226.070007,438100,207.295395
"2015-08-07",225.619995,227.289993,224.880005,225.960007,377200,207.194519
"2015-08-10",227.320007,230.990005,226.350006,230.899994,403700,211.724289
"2015-08-11",228.490005,229.889999,226.529999,228.050003,486600,209.110977
"2015-08-12",226.679993,231.009995,226.130005,230.410004,724300,211.274963
"2015-08-13",228,230.139999,224.910004,225.860001,734500,207.102829
"2015-08-14",226.199997,227.860001,223.759995,224.779999,714900,206.112534
"2015-08-17",223.880005,227.039993,223.039993,226.460007,733300,207.653015
"2015-08-18",225.649994,227.800003,225.529999,226.729996,338700,207.900574
"2015-08-19",226.25,227.130005,223.949997,225.600006,378000,206.864426
"2015-08-20",223.669998,226.789993,223.320007,224.039993,504700,205.43396
"2015-08-21",223.229996,224.639999,219.559998,219.850006,731900,201.591965
"2015-08-24",212.899994,219.360001,194.419998,213.160004,1069500,195.457565
"2015-08-25",218.419998,218.419998,213.320007,213.320007,1026900,195.604279
"2015-08-26",217.179993,218.009995,214.460007,217.669998,763800,199.592987
"2015-08-27",220.169998,224.279999,218.580002,223.740005,738300,205.15889
"2015-08-28",222.990005,224.660004,222.039993,223.229996,569200,204.691223
"2015-08-31",222.320007,224.399994,220.529999,223.440002,520500,204.88382
"2015-09-01",219.679993,223.869995,217.75,218.740005,997600,200.574142
"2015-09-02",222.229996,223.660004,219.559998,223.029999,768800,204.507874
"2015-09-03",220.800003,223.899994,219.009995,220.690002,824500,202.362213
"2015-09-04",218.729996,219.699997,217.199997,218.399994,621500,200.262375
"2015-09-08",221.970001,225.270004,221.570007,225.270004,484700,206.561829
"2015-09-09",227.169998,227.199997,222.490005,222.869995,799400,204.36116
"2015-09-10",222.970001,224.759995,220.550003,222.610001,538400,204.122757
"2015-09-11",221.800003,222.990005,220.600006,221.929993,537200,203.499207
"2015-09-14",221.929993,222.020004,213.839996,218.139999,800400,200.023956
