"","FISV.Open","FISV.High","FISV.Low","FISV.Close","FISV.Volume","FISV.Adjusted"
"2010-11-05",13.91,13.9825,13.84,13.945,2702800,13.945
"2010-11-08",13.8775,13.955,13.8575,13.9275,2615200,13.9275
"2010-11-09",13.93,14.03,13.8675,13.905,2916800,13.905
"2010-11-10",13.885,14.01,13.82,13.9925,3271200,13.9925
"2010-11-11",13.86,14.0175,13.7475,13.9425,2361200,13.9425
"2010-11-12",13.835,13.905,13.71,13.7875,3190000,13.7875
"2010-11-15",13.8575,13.9475,13.82,13.8725,2858000,13.8725
"2010-11-16",13.78,13.78,13.56,13.5975,6941200,13.5975
"2010-11-17",13.5825,13.675,13.5325,13.5825,2800800,13.5825
"2010-11-18",13.9,13.9,13.6725,13.7625,3176400,13.7625
"2010-11-19",13.755,14.165,13.7075,14.0875,6952000,14.0875
"2010-11-22",13.97,14.13,13.89,14.105,3860000,14.105
"2010-11-23",13.9925,13.995,13.7375,13.7925,3291600,13.7925
"2010-11-24",13.885,14.195,13.88,14.105,2974400,14.105
"2010-11-26",13.9825,14.14,13.9825,14.0975,1094400,14.0975
"2010-11-29",13.965,14.07,13.775,14.025,2467200,14.025
"2010-11-30",13.8225,13.915,13.7525,13.825,6180800,13.825
"2010-12-01",14.05,14.25,13.9825,14.215,5022000,14.215
"2010-12-02",14.2,14.43,14.1775,14.4125,3308000,14.4125
"2010-12-03",14.38,14.575,14.3525,14.5525,3380400,14.5525
"2010-12-06",14.49,14.5,14.3175,14.3775,3494400,14.3775
"2010-12-07",14.5,14.6925,14.4725,14.6675,5212800,14.6675
"2010-12-08",14.7275,14.82,14.62,14.785,5752000,14.785
"2010-12-09",14.7725,14.81,14.6575,14.6775,3556400,14.6775
"2010-12-10",14.675,14.8175,14.6475,14.805,2562000,14.805
"2010-12-13",14.805,14.865,14.7075,14.7875,3245200,14.7875
"2010-12-14",14.8475,14.9375,14.83,14.92,2640000,14.92
"2010-12-15",14.865,14.985,14.83,14.9,2635600,14.9
"2010-12-16",14.9525,15.14,14.915,15.085,4497600,15.085
"2010-12-17",15.1,15.16,14.9575,15.11,7050400,15.11
"2010-12-20",15.07,15.0725,14.7175,14.735,4157600,14.735
"2010-12-21",14.7875,14.8675,14.7225,14.8675,3446800,14.8675
"2010-12-22",14.8275,14.8975,14.7375,14.75,3422400,14.75
"2010-12-23",14.7525,14.795,14.62,14.67,4062800,14.67
"2010-12-27",14.635,14.7875,14.48,14.735,2450800,14.735
"2010-12-28",14.745,14.8,14.6275,14.7625,1354000,14.7625
"2010-12-29",14.8025,14.905,14.7625,14.79,2818400,14.79
"2010-12-30",14.7625,14.88,14.7075,14.8125,1813600,14.8125
"2010-12-31",14.78,14.85,14.6325,14.64,2373200,14.64
"2011-01-03",14.7975,14.985,14.7825,14.875,5420400,14.875
"2011-01-04",14.8225,14.8675,14.4375,14.61,5322800,14.61
"2011-01-05",14.53,14.7425,14.53,14.7325,3766000,14.7325
"2011-01-06",14.7125,14.7975,14.69,14.7525,2732800,14.7525
"2011-01-07",14.905,15,14.775,14.86,5536000,14.86
"2011-01-10",14.77,14.9125,14.6925,14.795,3650400,14.795
"2011-01-11",14.8175,15.05,14.81,15.045,3490000,15.045
"2011-01-12",15.18,15.2075,15.0575,15.205,3264000,15.205
"2011-01-13",15.21,15.28,15.17,15.19,2644800,15.19
"2011-01-14",15.175,15.5,15.13,15.48,3514400,15.48
"2011-01-18",15.485,15.6825,15.48,15.625,4082400,15.625
"2011-01-19",15.5525,15.595,15.4175,15.5,2806800,15.5
"2011-01-20",15.4375,15.5775,15.3675,15.475,2518000,15.475
"2011-01-21",15.55,15.55,15.36,15.495,3533600,15.495
"2011-01-24",15.485,15.8175,15.48,15.7275,2932800,15.7275
"2011-01-25",15.665,15.7225,15.4675,15.7225,2964400,15.7225
"2011-01-26",15.7275,15.8,15.64,15.7225,2273600,15.7225
"2011-01-27",15.7225,15.7425,15.5975,15.7175,4150000,15.7175
"2011-01-28",15.7425,15.815,15.255,15.3325,2985600,15.3325
"2011-01-31",15.3575,15.49,15.265,15.4425,2827200,15.4425
"2011-02-01",15.54,15.9175,15.54,15.7575,5054000,15.7575
"2011-02-02",15.735,15.8,15.595,15.6275,2928400,15.6275
"2011-02-03",15.5775,15.6725,15.3375,15.5775,5456800,15.5775
"2011-02-04",15.055,15.3375,14.99,15.0675,7186400,15.0675
"2011-02-07",15.0625,15.2,14.9625,15.1175,6873200,15.1175
"2011-02-08",15.1075,15.33,15.07,15.3075,4446000,15.3075
"2011-02-09",15.2925,15.355,15.1975,15.235,2815600,15.235
"2011-02-10",15.2,15.5,15.2,15.485,4596000,15.485
"2011-02-11",15.42,15.5925,15.41,15.585,3590800,15.585
"2011-02-14",15.575,15.64,15.4775,15.625,2400000,15.625
"2011-02-15",15.53,15.625,15.465,15.6,2874400,15.6
"2011-02-16",15.6125,15.735,15.5325,15.6475,2832800,15.6475
"2011-02-17",15.5725,15.8925,15.5675,15.89,2241600,15.89
"2011-02-18",15.88,15.97,15.7625,15.88,3138400,15.88
"2011-02-22",15.7525,15.935,15.52,15.67,3560400,15.67
"2011-02-23",15.6525,15.655,15.3775,15.4275,3718400,15.4275
"2011-02-24",15.4425,15.575,15.3025,15.5025,3521200,15.5025
"2011-02-25",15.54,15.8025,15.54,15.75,3751600,15.75
"2011-02-28",15.7375,15.8275,15.69,15.8175,3654800,15.8175
"2011-03-01",15.765,15.85,15.45,15.5075,3886800,15.5075
"2011-03-02",15.46,15.5,15.3825,15.4375,3455600,15.4375
"2011-03-03",15.535,15.6425,15.4925,15.525,5217600,15.525
"2011-03-04",15.535,15.54,15.2825,15.3675,5160000,15.3675
"2011-03-07",15.4675,15.49,15.015,15.0425,4917600,15.0425
"2011-03-08",15.0825,15.37,15.03,15.275,4932800,15.275
"2011-03-09",15.205,15.34,15.0525,15.2925,4030800,15.2925
"2011-03-10",15.1025,15.1025,14.8425,14.88,6370400,14.88
"2011-03-11",14.9125,15.1625,14.8225,15.135,3206400,15.135
"2011-03-14",14.9825,15.075,14.8575,14.9725,2689200,14.9725
"2011-03-15",14.625,14.75,14.565,14.6375,5798800,14.6375
"2011-03-16",14.6,14.7625,14.485,14.5825,5804000,14.5825
"2011-03-17",14.7525,14.8825,14.64,14.77,3264800,14.77
"2011-03-18",14.865,15.005,14.7725,15.005,9048800,15.005
"2011-03-21",15.1025,15.31,15.04,15.15,3266000,15.15
"2011-03-22",15.1675,15.2075,15.095,15.1325,2200400,15.1325
"2011-03-23",15.1325,15.1975,15.0025,15.1275,3015200,15.1275
"2011-03-24",15.1825,15.3325,15.0925,15.295,3943200,15.295
"2011-03-25",15.345,15.51,15.3025,15.385,1793200,15.385
"2011-03-28",15.4025,15.4725,15.3,15.32,2420400,15.32
"2011-03-29",15.285,15.555,15.25,15.535,2564000,15.535
"2011-03-30",15.61,15.735,15.56,15.6425,3177200,15.6425
"2011-03-31",15.655,15.75,15.6275,15.68,2895200,15.68
"2011-04-01",15.7375,15.7475,15.6625,15.72,5657200,15.72
"2011-04-04",15.7475,15.7475,15.545,15.705,2455600,15.705
"2011-04-05",15.6225,15.695,15.345,15.4075,4134800,15.4075
"2011-04-06",15.5,15.6675,15.46,15.5975,2155200,15.5975
"2011-04-07",15.5325,15.75,15.4775,15.66,4028400,15.66
"2011-04-08",15.6875,15.705,15.4925,15.59,2176000,15.59
"2011-04-11",15.6175,15.71,15.555,15.6675,3659200,15.6675
"2011-04-12",15.605,15.7375,15.4825,15.4925,3516400,15.4925
"2011-04-13",15.5925,15.675,15.4725,15.615,3265600,15.615
"2011-04-14",15.49,15.6625,15.455,15.62,2947200,15.62
"2011-04-15",15.625,15.845,15.5925,15.7825,3606000,15.7825
"2011-04-18",15.6125,15.6475,15.465,15.525,3705200,15.525
"2011-04-19",15.54,15.655,15.515,15.65,3805200,15.65
"2011-04-20",15.835,16.032499,15.8325,15.8825,3456800,15.8825
"2011-04-21",15.8525,15.9375,15.795,15.9375,3847200,15.9375
"2011-04-25",15.9575,15.975,15.84,15.9,5296800,15.9
"2011-04-26",16,16.1075,15.9375,16.092501,4800000,16.092501
"2011-04-27",16.110001,16.1775,15.9825,16.0975,4191600,16.0975
"2011-04-28",16.0175,16.0175,15.295,15.3675,10800000,15.3675
"2011-04-29",15.355,15.4725,15.295,15.3275,12800000,15.3275
"2011-05-02",15.3025,15.57,15.28,15.4625,5220000,15.4625
"2011-05-03",15.47,15.7175,15.4575,15.565,4774000,15.565
"2011-05-04",15.535,15.665,15.355,15.45,3714400,15.45
"2011-05-05",15.3825,15.57,15.2975,15.3725,3982400,15.3725
"2011-05-06",15.5525,15.6675,15.3525,15.4025,2546400,15.4025
"2011-05-09",15.385,15.5325,15.345,15.4125,2405600,15.4125
"2011-05-10",15.505,15.6475,15.4675,15.61,2300000,15.61
"2011-05-11",15.5875,15.665,15.3375,15.4375,3581200,15.4375
"2011-05-12",15.4325,15.6525,15.3575,15.5825,3008000,15.5825
"2011-05-13",15.5675,15.6175,15.4225,15.5,2674000,15.5
"2011-05-16",15.46,15.49,15.335,15.3975,3514800,15.3975
"2011-05-17",15.33,15.5375,15.3025,15.505,5157600,15.505
"2011-05-18",15.52,15.7825,15.44,15.77,3876400,15.77
"2011-05-19",15.8325,15.93,15.7775,15.8325,3771600,15.8325
"2011-05-20",15.82,15.895,15.7225,15.775,4216000,15.775
"2011-05-23",15.575,15.69,15.5275,15.6325,3966800,15.6325
"2011-05-24",15.6375,15.72,15.6175,15.6325,4056800,15.6325
"2011-05-25",15.585,15.6925,15.5625,15.6475,3580800,15.6475
"2011-05-26",15.635,15.795,15.5875,15.75,3046000,15.75
"2011-05-27",15.7925,15.96,15.76,15.865,2903600,15.865
"2011-05-31",15.995,16.129999,15.985,16.129999,7739200,16.129999
"2011-06-01",16.165001,16.2225,15.885,15.8975,7494000,15.8975
"2011-06-02",15.93,16.025,15.85,15.915,3033600,15.915
"2011-06-03",15.72,15.81,15.545,15.56,3033200,15.56
"2011-06-06",15.56,15.6675,15.515,15.58,4240000,15.58
"2011-06-07",15.6375,15.8825,15.525,15.85,6774800,15.85
"2011-06-08",15.8,15.8325,15.7075,15.745,6064000,15.745
"2011-06-09",15.755,15.8875,15.74,15.855,3929600,15.855
"2011-06-10",15.76,15.84,15.5775,15.5775,3489200,15.5775
"2011-06-13",15.6675,15.6675,15.51,15.525,4180000,15.525
"2011-06-14",15.6625,15.7175,15.535,15.65,2149600,15.65
"2011-06-15",15.54,15.5575,15.3025,15.31,3040800,15.31
"2011-06-16",15.3275,15.3775,15.1725,15.295,4696800,15.295
"2011-06-17",15.4475,15.4475,15.2025,15.2975,6526800,15.2975
"2011-06-20",15.2925,15.3675,15.2525,15.3375,3708400,15.3375
"2011-06-21",15.38,15.4575,15.31,15.435,3922000,15.435
"2011-06-22",15.4125,15.475,15.33,15.3325,2945600,15.3325
"2011-06-23",15.21,15.3625,15.115,15.3275,3900800,15.3275
"2011-06-24",15.3125,15.3625,15.1725,15.1775,6296400,15.1775
"2011-06-27",15.165,15.355,15.1375,15.3,2164000,15.3
"2011-06-28",15.3525,15.435,15.33,15.425,3036000,15.425
"2011-06-29",15.39,15.4975,15.185,15.4525,2580800,15.4525
"2011-06-30",15.5,15.665,15.39,15.6575,3014000,15.6575
"2011-07-01",15.6925,16,15.595,15.935,2958400,15.935
"2011-07-05",15.94,16.035,15.86,16.0075,4128400,16.0075
"2011-07-06",15.985,16.247499,15.95,16.1875,3492000,16.1875
"2011-07-07",16.254999,16.352501,16.2225,16.305,3582000,16.305
"2011-07-08",16.1875,16.237499,16.014999,16.1525,2278000,16.1525
"2011-07-11",16,16.092501,15.8875,15.9175,2376800,15.9175
"2011-07-12",15.9,15.98,15.66,15.665,4534000,15.665
"2011-07-13",15.7325,15.8825,15.6325,15.6725,3093200,15.6725
"2011-07-14",15.705,15.8175,15.475,15.4975,2248400,15.4975
"2011-07-15",15.7275,15.7275,15.3175,15.3425,3778800,15.3425
"2011-07-18",15.26,15.3025,15.035,15.0475,4034000,15.0475
"2011-07-19",15.1525,15.3825,15.0675,15.3325,4797600,15.3325
"2011-07-20",15.31,15.315,15.105,15.125,3796000,15.125
"2011-07-21",15.19,15.5375,15.1575,15.5125,4719600,15.5125
"2011-07-22",15.475,15.585,15.43,15.54,3001600,15.54
"2011-07-25",15.3875,15.515,15.345,15.4475,3066800,15.4475
"2011-07-26",15.455,15.515,15.2375,15.3775,4818000,15.3775
"2011-07-27",15.5925,15.84,15.34,15.3625,5593600,15.3625
"2011-07-28",15.335,15.5225,15.2475,15.35,3644000,15.35
"2011-07-29",15.25,15.25,15.03,15.09,4808400,15.09
"2011-08-01",15.22,15.265,14.815,14.965,4503600,14.965
"2011-08-02",14.8725,14.955,14.46,14.47,4609600,14.47
"2011-08-03",14.815,14.8525,14.3875,14.65,7500400,14.65
"2011-08-04",14.485,14.8025,14.0975,14.1025,5726000,14.1025
"2011-08-05",14.2975,14.4025,13.9025,14.1675,7572800,14.1675
"2011-08-08",13.8525,14.0975,13.03,13.1625,10074800,13.1625
"2011-08-09",13.345,13.5775,12.8175,13.565,12402800,13.565
"2011-08-10",13.245,13.75,13.2175,13.31,11742400,13.31
"2011-08-11",13.385,13.9725,13.31,13.835,8130800,13.835
"2011-08-12",13.8575,13.9875,13.6975,13.7525,5042400,13.7525
"2011-08-15",13.7925,13.87,13.69,13.81,4585200,13.81
"2011-08-16",13.605,13.7775,13.4975,13.6425,4546000,13.6425
"2011-08-17",13.6875,13.8075,13.535,13.65,7303600,13.65
"2011-08-18",13.265,13.3175,12.9175,13.0175,7173200,13.0175
"2011-08-19",12.74,13.1175,12.74,12.855,6827600,12.855
"2011-08-22",13.1275,13.205,12.97,13.0275,6438000,13.0275
"2011-08-23",13.425,13.455,13.0325,13.425,7720800,13.425
"2011-08-24",13.3625,13.5125,13.2575,13.5,3630000,13.5
"2011-08-25",13.57,13.6,13.215,13.28,4974800,13.28
"2011-08-26",13.175,13.5425,13.07,13.49,4294000,13.49
"2011-08-29",13.5875,13.84,13.5875,13.825,5272400,13.825
"2011-08-30",13.7875,13.9075,13.6875,13.8275,3558400,13.8275
"2011-08-31",13.855,14.065,13.82,13.9575,4969600,13.9575
"2011-09-01",13.9875,14.1,13.7875,13.7875,3989200,13.7875
"2011-09-02",13.5575,13.615,13.3625,13.3725,3347200,13.3725
"2011-09-06",13.0075,13.1725,12.8875,13.1075,5398800,13.1075
"2011-09-07",13.2525,13.5725,13.2475,13.565,3670000,13.565
"2011-09-08",13.525,13.5325,13.2725,13.3025,3824400,13.3025
"2011-09-09",13.155,13.19,12.7925,12.8675,4206800,12.8675
"2011-09-12",12.685,12.9675,12.6825,12.965,5404800,12.965
"2011-09-13",12.975,13.0725,12.83,13.045,4196000,13.045
"2011-09-14",13.1,13.4475,12.9225,13.3125,3588400,13.3125
"2011-09-15",13.4725,13.5275,13.285,13.5275,3293200,13.5275
"2011-09-16",13.565,13.69,13.4675,13.6225,5260000,13.6225
"2011-09-19",13.405,13.5375,13.3425,13.4625,3081600,13.4625
"2011-09-20",13.5125,13.6375,13.37,13.3825,2991200,13.3825
"2011-09-21",13.395,13.4925,12.87,12.875,4492000,12.875
"2011-09-22",12.5975,12.62,12.1875,12.375,8006400,12.375
"2011-09-23",12.285,12.5025,12.2025,12.4125,4643200,12.4125
"2011-09-26",12.455,12.785,12.345,12.6675,4383200,12.6675
"2011-09-27",12.8975,13.235,12.8125,12.975,5269200,12.975
"2011-09-28",13.05,13.125,12.675,12.6925,3464000,12.6925
"2011-09-29",12.9325,12.985,12.4525,12.7125,3994800,12.7125
"2011-09-30",12.57,12.775,12.4425,12.6925,7606400,12.6925
"2011-10-03",12.645,12.98,12.5475,12.5525,9079600,12.5525
"2011-10-04",12.3775,13.135,12.3375,13.13,10237600,13.13
"2011-10-05",13.135,13.2425,12.9425,13.2275,5296000,13.2275
"2011-10-06",13.1925,13.39,13.095,13.39,4542800,13.39
"2011-10-07",13.4,13.545,13.33,13.345,4782800,13.345
"2011-10-10",13.5625,13.685,13.4925,13.6825,3688400,13.6825
"2011-10-11",13.655,13.8975,13.6225,13.745,3327200,13.745
"2011-10-12",13.945,14.16,13.8225,14.0775,5814800,14.0775
"2011-10-13",14.0075,14.095,13.8575,14.0725,3746000,14.0725
"2011-10-14",14.205,14.3625,13.965,14.3625,3713200,14.3625
"2011-10-17",14.2625,14.3975,14.23,14.27,5592400,14.27
"2011-10-18",14.2825,14.5675,14.1625,14.48,5001600,14.48
"2011-10-19",14.415,14.46,14.205,14.25,3622000,14.25
"2011-10-20",14.5925,14.6,14.24,14.4225,5911600,14.4225
"2011-10-21",14.6,14.665,14.4475,14.6175,3842400,14.6175
"2011-10-24",14.6125,14.8075,14.575,14.7325,3260800,14.7325
"2011-10-25",14.68,14.745,14.395,14.425,3540400,14.425
"2011-10-26",14.6475,14.6875,14.26,14.6125,7202400,14.6125
"2011-10-27",14.885,15.3175,14.785,15.29,5205600,15.29
"2011-10-28",15.2475,15.31,15.07,15.19,2999200,15.19
"2011-10-31",14.9625,15.095,14.715,14.7175,5000800,14.7175
"2011-11-01",14.3775,14.5,14.255,14.2825,6966800,14.2825
"2011-11-02",14.455,14.455,13.9475,14.19,12292000,14.19
"2011-11-03",14.3225,14.6025,14.1675,14.5725,6748000,14.5725
"2011-11-04",14.4975,14.505,14.2575,14.5025,3492400,14.5025
"2011-11-07",14.52,14.5725,14.2825,14.56,2757600,14.56
"2011-11-08",14.63,14.785,14.465,14.7675,3453600,14.7675
"2011-11-09",14.445,14.4625,14.19,14.2175,4690000,14.2175
"2011-11-10",14.4325,14.4325,14.18,14.3025,2311600,14.3025
"2011-11-11",14.505,14.5775,14.4225,14.54,3518400,14.54
"2011-11-14",14.485,14.525,14.2675,14.4525,3155200,14.4525
"2011-11-15",14.4275,14.6325,14.3625,14.585,2752400,14.585
"2011-11-16",14.4425,14.6,14.2875,14.3025,3907200,14.3025
"2011-11-17",14.2475,14.3475,14.0725,14.12,6006400,14.12
"2011-11-18",14.1075,14.245,14.1075,14.1325,5313600,14.1325
"2011-11-21",13.9325,14.0675,13.9125,13.9875,5346800,13.9875
"2011-11-22",13.96,14.04,13.7725,13.785,3423600,13.785
"2011-11-23",13.6625,13.69,13.52,13.52,4037200,13.52
"2011-11-25",13.4775,13.635,13.4775,13.53,1564000,13.53
"2011-11-28",13.865,13.955,13.7125,13.94,4924400,13.94
"2011-11-29",13.9025,13.9975,13.8075,13.87,3293200,13.87
"2011-11-30",14.205,14.435,14.1575,14.415,7442000,14.415
"2011-12-01",14.3775,14.435,14.26,14.3625,2539600,14.3625
"2011-12-02",14.4275,14.5,14.2725,14.42,4384400,14.42
"2011-12-05",14.6175,14.6475,14.3375,14.4,4378400,14.4
"2011-12-06",14.4575,14.5625,14.355,14.4375,3739200,14.4375
"2011-12-07",14.37,14.4725,14.16,14.4175,3193200,14.4175
"2011-12-08",14.27,14.4175,14.2275,14.245,3892800,14.245
"2011-12-09",14.3275,14.7175,14.3275,14.6625,3061200,14.6625
"2011-12-12",14.525,14.6325,14.3425,14.3975,3016000,14.3975
"2011-12-13",14.5,14.6825,14.33,14.4125,3887600,14.4125
"2011-12-14",14.3425,14.4375,14.275,14.305,3621200,14.305
"2011-12-15",14.445,14.4825,14.28,14.31,3402800,14.31
"2011-12-16",14.3925,14.5025,14.1875,14.3575,5198400,14.3575
"2011-12-19",14.4075,14.4925,14.0725,14.1125,2408000,14.1125
"2011-12-20",14.3425,14.5775,14.3425,14.5575,4583600,14.5575
"2011-12-21",14.535,14.625,14.4325,14.6075,4303200,14.6075
"2011-12-22",14.535,14.775,14.535,14.665,3650800,14.665
"2011-12-23",14.6575,14.715,14.6325,14.6975,1993600,14.6975
"2011-12-27",14.6675,14.835,14.615,14.8025,1897600,14.8025
"2011-12-28",14.8175,14.8375,14.595,14.625,2702000,14.625
"2011-12-29",14.6075,14.7725,14.6075,14.7675,1839600,14.7675
"2011-12-30",14.74,14.805,14.685,14.685,1769600,14.685
"2012-01-03",14.99,14.9925,14.625,14.64,4487200,14.64
"2012-01-04",14.635,14.6375,14.4425,14.535,3905200,14.535
"2012-01-05",14.4675,14.7375,14.38,14.6725,2593200,14.6725
"2012-01-06",14.675,14.7475,14.565,14.6,1972400,14.6
"2012-01-09",14.6175,14.7875,14.615,14.7325,2274000,14.7325
"2012-01-10",14.7975,14.87,14.765,14.7975,3218000,14.7975
"2012-01-11",14.73,14.955,14.73,14.93,2486000,14.93
"2012-01-12",15,15.2925,14.93,15.26,4358800,15.26
"2012-01-13",15.25,15.26,15.0825,15.1975,2893200,15.1975
"2012-01-17",15.2875,15.5,15.27,15.315,3606400,15.315
"2012-01-18",15.305,15.4825,15.305,15.47,4289200,15.47
"2012-01-19",15.51,15.72,15.3875,15.64,3418400,15.64
"2012-01-20",15.655,15.7275,15.57,15.66,4042000,15.66
"2012-01-23",15.6375,15.8225,15.575,15.7075,2738400,15.7075
"2012-01-24",15.61,15.74,15.5475,15.73,2388000,15.73
"2012-01-25",15.6725,15.885,15.65,15.85,2509200,15.85
"2012-01-26",15.9,15.945,15.7325,15.815,2879600,15.815
"2012-01-27",15.8125,15.9,15.735,15.7625,2678800,15.7625
"2012-01-30",15.5925,15.6875,15.545,15.6525,2091600,15.6525
"2012-01-31",15.6925,15.825,15.61,15.7225,2312800,15.7225
"2012-02-01",15.875,16.014999,15.835,15.9625,1950400,15.9625
"2012-02-02",15.95,16.092501,15.76,15.7775,5885600,15.7775
"2012-02-03",16.01,16.514999,16.01,16.469999,6943200,16.469999
"2012-02-06",16.3125,16.377501,16.2225,16.3025,3118000,16.3025
"2012-02-07",16.217501,16.2575,16.172501,16.2325,2974400,16.2325
"2012-02-08",16.1875,16.252501,16.16,16.2225,3518400,16.2225
"2012-02-09",16.219999,16.25,16.065001,16.2225,2190400,16.2225
"2012-02-10",16.0875,16.115,15.9275,16.057501,2974400,16.057501
"2012-02-13",16.1875,16.299999,16.08,16.235001,1987200,16.235001
"2012-02-14",16.182501,16.379999,16.145,16.342501,2941600,16.342501
"2012-02-15",16.342501,16.385,16.147499,16.1625,2773600,16.1625
"2012-02-16",16.227501,16.362499,16.215,16.305,2722400,16.305
"2012-02-17",16.3325,16.375,16.209999,16.2775,4256800,16.2775
"2012-02-21",16.334999,16.3925,16.262501,16.327499,3111600,16.327499
"2012-02-22",16.282499,16.377501,16.264999,16.317499,2506000,16.317499
"2012-02-23",16.299999,16.485001,16.2925,16.459999,1843200,16.459999
"2012-02-24",16.5,16.75,16.4275,16.717501,4295200,16.717501
"2012-02-27",16.535,16.692499,16.4575,16.620001,3229200,16.620001
"2012-02-28",16.602501,16.717501,16.5175,16.635,2504000,16.635
"2012-02-29",16.6,16.684999,16.5375,16.575001,3449600,16.575001
"2012-03-01",16.629999,16.6975,16.52,16.68,4008800,16.68
"2012-03-02",16.6525,16.7325,16.58,16.602501,3018400,16.602501
"2012-03-05",16.5625,16.645,16.5175,16.635,2876000,16.635
"2012-03-06",16.51,16.6675,16.452499,16.525,3424000,16.525
"2012-03-07",16.545,16.747499,16.477501,16.709999,3558400,16.709999
"2012-03-08",16.75,17,16.74,16.969999,3386000,16.969999
"2012-03-09",16.987499,17.047501,16.887501,16.9925,2396400,16.9925
"2012-03-12",17.004999,17.09,16.877501,17.0525,2488000,17.0525
"2012-03-13",17.115,17.219999,17.014999,17.217501,3183600,17.217501
"2012-03-14",17.215,17.3675,17.1625,17.3225,3496000,17.3225
"2012-03-15",17.327499,17.4,17.1775,17.360001,3532800,17.360001
"2012-03-16",17.3125,17.3475,17.219999,17.2925,4586000,17.2925
"2012-03-19",17.217501,17.2875,17.120001,17.23,3363600,17.23
"2012-03-20",17.182501,17.205,17.084999,17.192499,1498800,17.192499
"2012-03-21",17.1425,17.297501,17.1425,17.247499,1737200,17.247499
"2012-03-22",17.1775,17.295,17.112499,17.25,1869200,17.25
"2012-03-23",17.2225,17.334999,17.1425,17.315001,1698800,17.315001
"2012-03-26",17.397499,17.49,17.389999,17.49,3057600,17.49
"2012-03-27",17.5,17.5,17.397499,17.424999,2083600,17.424999
"2012-03-28",17.4375,17.440001,17.297501,17.372499,1915200,17.372499
"2012-03-29",17.295,17.424999,17.272499,17.397499,2279200,17.397499
"2012-03-30",17.5,17.5,17.344999,17.3475,2532800,17.3475
"2012-04-02",17.33,17.635,17.32,17.602501,2612800,17.602501
"2012-04-03",17.612499,17.6675,17.41,17.555,2714000,17.555
"2012-04-04",17.4275,17.469999,17.299999,17.3025,3490400,17.3025
"2012-04-05",17.184999,17.387501,17.184999,17.334999,3644800,17.334999
"2012-04-09",17.1425,17.2325,17.075001,17.192499,1997600,17.192499
"2012-04-10",17.1175,17.17,16.887501,16.897499,3700000,16.897499
"2012-04-11",17.022499,17.129999,16.987499,17.0875,2178000,17.0875
"2012-04-12",17.174999,17.297501,17.09,17.2775,2135600,17.2775
"2012-04-13",17.217501,17.235001,17.120001,17.125,2475200,17.125
"2012-04-16",17.165001,17.227501,17.0525,17.184999,2514400,17.184999
"2012-04-17",17.25,17.610001,17.192499,17.5075,3526800,17.5075
"2012-04-18",17.3925,17.512501,17.299999,17.305,2807200,17.305
"2012-04-19",17.2425,17.4175,17.0725,17.182501,2382400,17.182501
"2012-04-20",17.282499,17.4025,17.184999,17.23,2612000,17.23
"2012-04-23",17.137501,17.2775,16.969999,17.25,3299200,17.25
"2012-04-24",17.3025,17.395,17.195,17.262501,2395600,17.262501
"2012-04-25",17.377501,17.450001,17.264999,17.33,2074000,17.33
"2012-04-26",17.26,17.565001,17.25,17.5175,2561600,17.5175
"2012-04-27",17.5275,17.725,17.5275,17.6675,2679200,17.6675
"2012-04-30",17.622499,17.672501,17.5425,17.5725,1804400,17.5725
"2012-05-01",17.6625,17.934999,17.592501,17.6875,3764400,17.6875
"2012-05-02",17,17.4925,17,17.4575,4982800,17.4575
"2012-05-03",17.422501,17.459999,17.252501,17.2675,2553600,17.2675
"2012-05-04",17.105,17.16,16.877501,16.877501,3022400,16.877501
"2012-05-07",16.815001,16.905001,16.725,16.764999,2808400,16.764999
"2012-05-08",16.73,16.735001,16.4725,16.635,4943600,16.635
"2012-05-09",16.442499,16.65,16.360001,16.57,3513200,16.57
"2012-05-10",16.647499,16.7425,16.5825,16.6175,2800000,16.6175
"2012-05-11",16.57,16.8325,16.504999,16.639999,3022800,16.639999
"2012-05-14",16.4925,16.612499,16.385,16.51,2380800,16.51
"2012-05-15",16.504999,16.705,16.4475,16.545,3197200,16.545
"2012-05-16",16.5825,16.6775,16.4575,16.49,3506800,16.49
"2012-05-17",16.5275,16.540001,16.3325,16.3325,2878400,16.3325
"2012-05-18",16.432501,16.434999,16.135,16.1525,2585200,16.1525
"2012-05-21",16.25,16.504999,16.120001,16.495001,3094800,16.495001
"2012-05-22",16.5075,16.66,16.455,16.557501,2177600,16.557501
"2012-05-23",16.5075,16.719999,16.385,16.674999,2612000,16.674999
"2012-05-24",16.67,16.785,16.59,16.74,2987600,16.74
"2012-05-25",16.6175,16.834999,16.6175,16.7925,2153600,16.7925
"2012-05-29",16.934999,17,16.74,16.905001,2461600,16.905001
"2012-05-30",16.805,16.805,16.6425,16.674999,2635600,16.674999
"2012-05-31",16.6525,16.965,16.577499,16.8575,5144000,16.8575
"2012-06-01",16.559999,16.7075,16.387501,16.395,3349600,16.395
"2012-06-04",16.4925,16.620001,16.41,16.602501,3346800,16.602501
"2012-06-05",16.6075,16.8125,16.535,16.782499,2954000,16.782499
"2012-06-06",16.8825,17.135,16.8825,17.1175,3933600,17.1175
"2012-06-07",17.325001,17.352501,17.067499,17.1175,3382400,17.1175
"2012-06-08",17.084999,17.2875,17.0375,17.275,2930000,17.275
